Age,Gender,Income,Occupation,Awareness,Purchase_Frequency,Environmental_Concern,Health_Concern,Social_Influence,Price_Sensitivity,Availability_Issue,Preferred_Category,Certification_Importance,Reviews_Importance,Brand_Story_Importance,UI_Expectation,Delivery_Expectation,Purchase_Intent
23,Female,Medium,Student,2,Rarely,2,2,2,4,2,Home Products,2,4,3,5,3,1.0
39,Female,Medium,Student,4,Occasionally,3,3,4,1,3,Fashion,2,2,3,3,2,3.497555891885199
28,Male,High,Working Professional,5,Occasionally,2,3,2,2,1,Home Products,5,5,2,5,5,2.236845002692336
33,Male,Medium,Student,4,Rarely,3,3,3,4,4,Personal Care,4,5,3,5,3,1.0
33,Female,Low,Student,1,Occasionally,3,4,1,4,1,Home Products,4,5,3,3,3,1.3386896248620324
18,Male,Low,Student,5,Rarely,2,2,3,1,4,Fashion,4,2,4,5,5,4.116368812026224
26,Female,Medium,Student,3,Frequently,2,5,1,2,2,Home Products,2,2,3,3,5,1.4000012602461682
44,Other,Medium,Working Professional,5,Occasionally,3,4,2,4,3,Food,3,4,1,5,3,3.9485425721742335
23,Female,High,Student,4,Frequently,3,4,2,3,3,Home Products,2,4,4,4,5,2.9174648205071465
33,Male,Low,Working Professional,2,Rarely,3,5,3,3,3,Home Products,5,2,2,3,2,3.0762603423229797
20,Male,Medium,Student,3,Rarely,4,2,4,5,4,Home Products,4,2,4,4,2,2.3754420543693553
37,Male,Low,Student,4,Rarely,3,4,2,5,2,Home Products,3,5,2,5,4,2.0777947294315373
44,Female,Low,Working Professional,3,Rarely,5,2,4,2,2,Personal Care,4,4,2,4,3,1.7867555219106679
21,Female,Medium,Working Professional,5,Rarely,5,2,4,4,3,Home Products,2,4,1,4,2,2.7756743320393658
36,Female,Medium,Working Professional,1,Occasionally,5,2,3,3,3,Personal Care,3,5,3,4,2,1.8331819509809593
43,Male,Medium,Student,4,Rarely,2,5,2,3,4,Home Products,3,5,1,5,2,3.171559613545971
20,Female,High,Student,2,Occasionally,2,2,4,2,4,Home Products,2,5,4,3,4,1.0
36,Female,Medium,Working Professional,5,Rarely,2,4,2,4,1,Home Products,4,3,2,5,5,1.0
37,Male,High,Student,4,Occasionally,3,5,1,2,4,Home Products,4,3,4,5,4,2.9363033237364156
24,Female,High,Student,2,Occasionally,5,5,4,1,1,Home Products,4,2,2,5,4,3.232730491090537
37,Male,Medium,Working Professional,4,Occasionally,3,4,3,3,3,Food,2,4,4,3,4,1.4327743915921445
26,Male,High,Working Professional,5,Frequently,4,5,3,2,2,Personal Care,5,5,2,5,4,3.6572779137634055
18,Female,Medium,Working Professional,4,Rarely,4,4,4,2,4,Food,5,5,1,5,3,3.478355709905633
25,Male,Low,Working Professional,3,Occasionally,2,3,2,1,2,Home Products,4,4,2,3,3,1.7052910997648794
24,Female,Medium,Working Professional,5,Occasionally,4,4,1,5,4,Fashion,3,3,3,3,2,3.9295557130065113
35,Female,Low,Student,4,Occasionally,5,5,1,3,4,Food,5,4,1,3,4,4.716444422031381
25,Female,Medium,Student,1,Occasionally,4,4,3,2,1,Home Products,4,2,3,4,4,2.0217847785929735
18,Male,Medium,Student,4,Occasionally,2,3,3,3,4,Food,5,3,4,3,2,2.640872409699562
28,Female,Low,Student,3,Occasionally,3,2,2,5,3,Home Products,4,4,4,4,5,1.0
42,Female,Low,Student,2,Occasionally,4,2,3,2,2,Fashion,5,4,2,4,3,2.8733713190145096
42,Female,High,Student,2,Frequently,5,2,2,1,4,Personal Care,5,2,2,5,4,3.76598617263657
35,Male,Medium,Student,2,Frequently,5,5,4,3,2,Home Products,3,4,4,4,5,1.4845967026164277
40,Male,Low,Student,1,Rarely,5,3,1,1,2,Food,3,3,1,5,5,2.8167223569130164
27,Female,Medium,Student,3,Rarely,3,4,4,5,2,Home Products,5,5,3,4,4,1.0
20,Male,Medium,Student,5,Frequently,5,4,3,5,4,Personal Care,4,5,4,3,4,2.0132271382457994
24,Female,Medium,Student,2,Frequently,2,4,1,3,1,Home Products,3,5,1,5,5,1.0
33,Female,High,Working Professional,3,Rarely,2,4,1,5,2,Home Products,2,3,3,4,3,1.0
43,Female,Medium,Student,4,Rarely,5,5,4,4,2,Fashion,3,4,2,5,3,2.662009691169258
33,Female,Medium,Student,1,Frequently,4,5,2,3,4,Fashion,5,4,1,3,4,1.5960383722112716
42,Other,High,Working Professional,3,Occasionally,5,3,1,4,4,Personal Care,5,4,1,4,4,2.8167768567167277
37,Female,High,Student,3,Rarely,2,4,2,5,3,Fashion,2,4,4,4,2,1.0
34,Female,Low,Student,5,Occasionally,2,2,4,3,3,Fashion,3,5,3,3,2,2.5233427547977847
19,Female,Low,Student,3,Frequently,2,5,4,4,1,Fashion,5,3,4,4,3,1.0
18,Male,Low,Student,5,Frequently,4,3,2,5,1,Food,2,2,2,4,2,1.0214884987277912
33,Male,Medium,Working Professional,1,Occasionally,4,3,4,2,1,Personal Care,2,3,2,5,5,1.5036082601365925
29,Female,Medium,Student,1,Occasionally,4,5,1,2,1,Personal Care,4,4,3,4,5,2.852743109225092
22,Male,Medium,Working Professional,4,Rarely,2,2,4,1,2,Fashion,3,4,3,3,5,1.5157903821837353
22,Male,High,Student,5,Frequently,3,2,4,2,4,Personal Care,3,3,3,4,5,2.913905929537262
44,Male,Medium,Student,5,Rarely,5,4,1,4,3,Home Products,3,3,4,5,4,3.2789064006383675
40,Female,Low,Student,2,Frequently,5,5,2,2,2,Fashion,5,5,3,4,5,5.0
26,Female,Medium,Student,2,Rarely,2,2,4,3,4,Home Products,2,4,3,5,3,1.0
26,Female,Medium,Student,4,Frequently,4,5,2,3,4,Home Products,4,3,4,4,2,2.6335094543903232
20,Female,Medium,Student,1,Rarely,3,3,1,3,2,Personal Care,3,4,2,5,3,2.307922547516924
36,Female,Medium,Student,2,Occasionally,3,3,2,2,2,Home Products,4,3,2,5,4,1.6482887005373288
33,Male,High,Working Professional,3,Rarely,4,3,2,2,3,Home Products,4,4,1,4,2,2.5509863685807406
33,Female,Medium,Student,1,Occasionally,5,5,3,1,1,Fashion,2,3,2,3,2,1.0
20,Male,Medium,Working Professional,3,Frequently,5,4,3,5,1,Home Products,3,4,3,3,2,2.0780842403777484
37,Other,Medium,Working Professional,5,Occasionally,3,4,4,1,3,Food,4,2,2,4,5,2.2949025142712474
41,Female,Medium,Student,1,Occasionally,3,2,3,4,3,Home Products,3,5,4,4,4,1.0
39,Male,Low,Student,4,Rarely,4,5,3,3,1,Personal Care,3,2,2,4,3,3.0565387089057654
41,Male,Medium,Student,5,Frequently,5,4,3,2,2,Food,3,5,2,4,5,3.3450908700437347
18,Male,Low,Working Professional,5,Occasionally,3,5,2,5,1,Personal Care,4,5,1,4,2,3.172162367913692
41,Male,High,Student,3,Occasionally,5,4,2,5,4,Personal Care,2,3,1,3,3,3.1539838098062902
37,Male,Low,Working Professional,5,Occasionally,3,3,3,2,4,Personal Care,2,2,3,5,3,2.4227992693166556
28,Female,Medium,Student,1,Occasionally,4,3,1,1,3,Home Products,4,5,4,5,3,2.49948045492492
34,Female,Medium,Working Professional,1,Occasionally,5,2,3,5,1,Food,5,4,3,3,4,1.0
25,Female,High,Student,2,Occasionally,3,3,1,1,1,Personal Care,3,3,4,3,5,2.214580364154104
21,Female,Low,Working Professional,3,Occasionally,3,4,2,2,4,Fashion,3,3,4,5,4,3.253012406422425
23,Female,Low,Student,3,Frequently,3,2,1,1,1,Home Products,2,4,1,3,2,1.0902483262858793
25,Female,Low,Student,1,Frequently,3,2,2,3,3,Food,4,4,2,4,2,1.7555095749795004
37,Male,Low,Student,5,Rarely,4,3,1,2,3,Fashion,4,5,2,3,3,2.4480263613872606
20,Female,Low,Student,4,Rarely,5,5,2,2,4,Food,5,4,1,3,3,2.7233141754251045
33,Male,Medium,Working Professional,3,Rarely,5,3,2,5,1,Personal Care,5,3,3,3,3,3.4241878100827314
42,Other,Low,Student,1,Rarely,2,3,3,5,1,Home Products,2,4,2,3,4,1.0
20,Female,Low,Student,4,Occasionally,5,2,4,5,4,Home Products,5,2,3,5,5,2.9668157461306386
42,Female,High,Student,5,Frequently,2,3,4,5,2,Personal Care,5,3,2,5,4,1.0
35,Male,Medium,Student,3,Rarely,3,4,2,3,2,Home Products,4,4,3,5,2,1.390163279327778
31,Female,Medium,Student,1,Occasionally,4,2,3,4,1,Food,4,3,4,5,3,1.811596803100144
35,Female,Medium,Working Professional,1,Frequently,4,3,4,2,3,Personal Care,5,5,4,4,3,1.8244094582576567
19,Male,High,Student,1,Frequently,3,5,4,5,2,Personal Care,2,2,2,4,4,1.0161333510917334
39,Male,Low,Working Professional,3,Occasionally,2,4,3,2,1,Fashion,5,5,3,5,2,2.503977692284219
20,Female,High,Student,4,Occasionally,3,5,3,1,2,Fashion,2,2,3,5,5,2.068644698264892
33,Male,Medium,Student,1,Occasionally,4,4,4,3,4,Home Products,5,4,4,5,3,2.9172409175324647
26,Female,Low,Working Professional,5,Rarely,4,5,4,4,2,Fashion,4,3,3,3,3,2.687419760009272
21,Male,High,Working Professional,1,Rarely,5,3,1,1,2,Home Products,4,4,1,4,2,1.3842608281364641
18,Male,Low,Student,4,Rarely,2,4,1,2,4,Personal Care,2,5,3,4,3,1.4499351835481744
21,Female,Low,Working Professional,3,Rarely,5,2,2,3,3,Food,5,3,4,3,5,2.1184501138343634
18,Male,High,Student,1,Frequently,4,2,4,5,1,Fashion,5,4,1,3,4,1.0
31,Female,Medium,Student,1,Occasionally,4,5,3,1,3,Fashion,2,4,1,3,2,2.826159390451
38,Male,Medium,Working Professional,5,Occasionally,5,5,3,3,3,Fashion,5,3,3,4,3,3.3536304483859527
33,Male,Low,Student,5,Occasionally,5,5,4,2,2,Food,3,3,4,3,3,3.244017902672506
37,Female,Medium,Student,1,Rarely,4,4,2,2,1,Personal Care,4,5,4,3,5,2.2533935053933436
41,Female,Medium,Working Professional,1,Occasionally,5,2,3,1,2,Fashion,4,2,4,3,4,1.4704585480607641
25,Female,Medium,Working Professional,5,Frequently,5,3,4,1,4,Food,2,2,1,5,5,3.891333966783161
24,Female,Medium,Student,4,Rarely,2,4,4,1,3,Food,5,3,4,3,4,2.7263928195689093
20,Female,Low,Student,2,Rarely,4,5,2,4,3,Food,2,2,1,5,5,2.2852428105435543
34,Male,Low,Student,2,Occasionally,3,2,4,5,4,Fashion,3,5,1,4,4,1.0
18,Male,High,Working Professional,1,Occasionally,2,5,3,3,1,Personal Care,5,2,2,4,3,1.0
33,Female,Medium,Working Professional,5,Occasionally,3,3,1,2,3,Home Products,3,3,3,4,3,3.4087074715828316
29,Female,High,Student,3,Occasionally,5,3,2,2,3,Personal Care,2,5,4,5,3,3.21405431029093
44,Female,Medium,Student,3,Occasionally,5,2,4,5,1,Fashion,4,3,1,3,2,1.0
36,Male,Medium,Student,2,Rarely,3,4,2,1,2,Fashion,3,5,3,4,4,1.667172235031644
39,Male,Low,Working Professional,4,Rarely,5,3,4,1,4,Food,5,5,1,3,2,4.439710303961876
40,Female,Medium,Working Professional,2,Occasionally,5,3,1,2,1,Fashion,2,3,3,5,4,3.2840075133154096
39,Female,Low,Working Professional,1,Frequently,2,3,2,5,4,Home Products,2,4,1,4,3,1.0
31,Female,Medium,Working Professional,4,Frequently,3,3,4,2,4,Personal Care,2,3,4,3,2,2.3118889144215435
23,Female,Medium,Student,3,Frequently,2,5,1,1,3,Home Products,4,5,2,3,2,2.7190046004179003
23,Female,High,Student,5,Occasionally,3,5,3,3,1,Home Products,2,3,2,4,5,3.793636303933161
30,Male,Medium,Student,5,Occasionally,2,4,4,1,4,Personal Care,2,3,2,3,4,2.827121945068994
36,Male,Low,Student,1,Occasionally,4,2,1,3,2,Personal Care,4,5,1,5,5,1.783860600200843
39,Male,Low,Student,2,Frequently,4,2,1,4,4,Home Products,2,2,3,4,2,2.331343683681784
25,Male,Low,Student,1,Rarely,3,2,2,5,3,Personal Care,2,5,4,4,2,1.665694145203539
44,Female,Medium,Working Professional,5,Occasionally,4,3,4,4,2,Home Products,3,3,4,4,3,2.319231645991254
44,Male,Medium,Working Professional,3,Occasionally,2,5,3,1,2,Home Products,2,5,1,4,5,2.345558777467104
19,Female,High,Student,5,Occasionally,3,5,4,5,1,Home Products,4,5,2,5,5,1.6419477191162002
38,Male,Low,Student,4,Rarely,4,4,1,1,2,Personal Care,3,2,1,5,5,2.7268708548445786
18,Male,Medium,Student,5,Occasionally,4,2,3,5,1,Fashion,2,4,3,3,4,1.692587581338759
32,Male,Medium,Working Professional,5,Occasionally,3,5,1,5,1,Home Products,4,3,2,5,2,2.2113808971706703
18,Male,Medium,Working Professional,4,Occasionally,4,4,2,1,2,Fashion,5,3,1,3,5,2.9057537898868766
22,Female,Medium,Student,2,Occasionally,4,2,4,1,1,Food,2,2,3,3,3,2.8133615797272125
33,Male,Medium,Student,5,Rarely,3,3,1,5,1,Food,5,5,2,4,2,2.349322814525393
36,Female,Medium,Student,1,Frequently,4,5,1,5,2,Fashion,3,4,4,3,3,1.0
21,Male,Low,Student,5,Occasionally,4,5,4,1,3,Fashion,4,3,3,4,2,4.0503925077291125
20,Male,Medium,Student,1,Occasionally,4,2,3,1,4,Personal Care,3,4,4,3,3,1.1512187774033256
34,Male,Low,Working Professional,4,Rarely,4,3,1,2,1,Food,5,4,3,5,5,1.5105986013893316
34,Female,Medium,Working Professional,5,Rarely,5,3,4,2,1,Personal Care,5,5,2,4,5,2.0577378920032197
29,Female,Medium,Student,4,Occasionally,3,5,2,2,2,Personal Care,5,5,1,3,3,2.8697780702693865
31,Male,Medium,Working Professional,4,Occasionally,5,2,2,4,4,Home Products,4,5,1,5,4,3.360920556887401
38,Male,High,Working Professional,2,Occasionally,5,4,4,5,4,Fashion,5,3,1,5,3,1.6891899413107487
23,Female,High,Student,5,Rarely,2,5,1,3,1,Personal Care,5,4,1,4,2,3.4372670543278305
20,Male,High,Student,1,Frequently,5,3,4,4,2,Personal Care,4,4,3,4,3,1.685673421765321
26,Male,Medium,Working Professional,1,Occasionally,5,4,4,5,3,Home Products,5,3,1,4,3,1.0
22,Female,Medium,Student,5,Rarely,2,2,1,3,4,Fashion,2,2,1,3,2,2.51214875436608
41,Female,Medium,Working Professional,2,Occasionally,4,3,3,2,3,Home Products,5,5,3,4,5,1.4578250771250838
34,Male,High,Working Professional,2,Frequently,4,4,3,3,2,Food,4,3,3,5,2,1.1894624388873103
31,Female,Medium,Working Professional,2,Occasionally,5,5,2,1,3,Home Products,5,5,2,5,3,3.5178910065626474
38,Female,High,Working Professional,1,Rarely,2,3,3,1,2,Home Products,4,4,3,4,2,1.4338598744336226
20,Male,High,Working Professional,4,Occasionally,4,2,4,5,1,Fashion,5,3,4,4,3,1.7327321441306394
18,Female,Medium,Working Professional,2,Rarely,2,3,1,4,3,Personal Care,2,2,2,5,5,1.0970523629104214
37,Female,Low,Student,1,Rarely,3,5,2,2,1,Fashion,4,5,2,3,3,1.0
38,Male,Low,Student,1,Rarely,3,2,3,5,1,Home Products,4,4,1,5,3,2.3699608714096794
40,Male,High,Student,4,Occasionally,3,5,4,2,2,Personal Care,4,4,1,5,5,2.8725749477957834
18,Male,Low,Working Professional,5,Rarely,3,4,2,1,3,Personal Care,4,2,4,5,2,3.1586398998733167
20,Female,High,Student,5,Frequently,5,3,1,4,4,Fashion,5,2,1,4,4,2.712952509917217
35,Male,Medium,Student,2,Rarely,3,5,3,4,3,Personal Care,5,5,3,3,4,1.0
42,Female,Medium,Student,2,Rarely,3,4,4,1,4,Home Products,2,4,3,3,3,1.4254344404586319
27,Female,High,Working Professional,4,Occasionally,2,2,1,3,1,Home Products,2,2,1,4,3,1.0
39,Male,Medium,Working Professional,2,Rarely,4,2,4,4,1,Fashion,5,3,1,5,5,1.0
43,Female,Medium,Working Professional,4,Occasionally,2,4,4,3,2,Home Products,3,2,3,4,2,1.0
20,Male,Medium,Student,1,Rarely,5,4,4,2,4,Personal Care,4,3,2,4,4,1.5647914734581985
25,Female,Medium,Working Professional,2,Rarely,3,2,1,4,3,Home Products,5,4,4,3,4,1.1204836494955646
31,Female,Medium,Working Professional,1,Rarely,4,5,2,1,2,Food,2,5,4,3,5,1.0
41,Male,Low,Student,3,Occasionally,4,4,4,3,2,Personal Care,4,4,2,4,5,2.9998434843787263
35,Male,High,Student,4,Rarely,3,5,2,2,2,Fashion,2,4,4,4,4,2.99745914812613
32,Male,High,Student,3,Occasionally,3,2,2,2,3,Home Products,3,4,1,3,2,1.568291176184574
39,Male,Medium,Working Professional,2,Occasionally,5,5,3,4,2,Food,4,4,1,3,2,4.462093195101913
40,Male,Medium,Student,1,Occasionally,5,5,3,4,3,Home Products,3,5,1,5,2,1.7594016424890488
19,Male,Medium,Student,2,Occasionally,3,4,2,5,2,Food,3,2,4,4,3,2.0982104078035837
44,Other,Medium,Working Professional,3,Occasionally,3,5,3,5,4,Home Products,3,5,2,5,2,2.0094658311746794
27,Male,High,Student,3,Frequently,3,5,3,4,1,Home Products,5,5,1,5,3,3.1387374024804737
19,Male,Low,Student,5,Rarely,3,5,2,5,4,Home Products,2,5,2,5,3,3.4845847873412774
43,Female,Low,Working Professional,3,Rarely,4,2,1,1,4,Personal Care,4,5,3,3,5,1.999998683935842
34,Male,Medium,Student,2,Rarely,5,2,3,1,2,Home Products,5,2,3,5,3,2.0363190542036746
25,Other,Medium,Working Professional,1,Rarely,3,3,3,5,4,Home Products,2,4,3,3,3,1.0
18,Female,Medium,Student,2,Rarely,3,2,1,4,4,Home Products,5,2,4,3,5,1.215954750480004
26,Female,Medium,Working Professional,5,Occasionally,4,2,1,1,4,Personal Care,2,2,4,3,2,2.3546407274555774
28,Male,Medium,Working Professional,5,Occasionally,2,3,1,2,2,Fashion,4,4,1,4,2,2.2381280221839863
39,Male,Medium,Student,2,Frequently,3,3,2,4,3,Home Products,4,2,3,5,4,2.7006060613377603
33,Male,Low,Student,5,Rarely,4,4,1,3,1,Home Products,4,5,2,3,4,3.0451115891314795
24,Female,Medium,Working Professional,3,Rarely,4,4,2,3,1,Food,4,5,4,4,3,3.5474109126383873
27,Male,Low,Working Professional,1,Frequently,2,2,4,4,3,Personal Care,2,4,2,4,4,1.0
40,Male,Low,Working Professional,3,Frequently,5,5,4,5,3,Fashion,5,4,2,4,5,1.2404626128145806
43,Other,Medium,Working Professional,1,Occasionally,5,4,1,1,4,Fashion,4,4,1,3,4,1.7750098150364866
20,Male,Low,Student,5,Occasionally,5,4,1,1,1,Home Products,4,5,1,3,4,3.5678014940683584
35,Male,Low,Student,4,Frequently,3,2,4,4,3,Fashion,4,4,2,3,3,1.0
42,Male,Low,Working Professional,2,Occasionally,5,5,2,2,4,Food,3,2,2,4,5,1.0449338854901382
41,Other,High,Student,5,Rarely,3,3,2,5,1,Personal Care,4,2,2,3,4,1.0
30,Male,High,Student,1,Frequently,3,3,1,2,2,Food,4,3,2,5,2,2.4139076142251374
43,Female,Medium,Student,1,Occasionally,4,2,1,4,2,Home Products,2,3,3,3,5,1.485332840972053
24,Female,High,Student,1,Rarely,5,2,1,4,1,Food,3,4,2,3,5,1.6756585083853017
42,Male,Medium,Student,1,Occasionally,5,5,4,2,1,Fashion,2,3,4,5,3,2.5683569342791457
21,Female,Medium,Working Professional,2,Occasionally,5,2,3,3,2,Home Products,5,5,1,3,5,1.3525650311683735
30,Male,Low,Student,3,Frequently,3,2,1,4,2,Fashion,3,5,4,3,5,2.1943336930664117
37,Male,Medium,Student,4,Rarely,3,2,2,5,1,Fashion,2,2,1,3,5,1.0
18,Female,Medium,Working Professional,2,Frequently,5,5,3,2,4,Personal Care,2,2,1,3,5,1.0
25,Female,Medium,Working Professional,1,Occasionally,3,2,2,3,3,Home Products,5,3,1,4,5,1.0
31,Female,Medium,Student,2,Occasionally,3,4,3,2,3,Fashion,5,3,4,3,5,2.0296981678920214
33,Female,Medium,Student,5,Rarely,2,5,4,3,1,Food,4,5,1,5,5,1.6158858248490704
31,Male,Medium,Working Professional,1,Occasionally,2,4,3,3,3,Fashion,4,2,2,5,2,1.0
29,Male,High,Working Professional,4,Frequently,5,5,2,5,2,Personal Care,3,3,2,4,5,3.290665193120664
36,Male,Medium,Working Professional,1,Rarely,5,4,3,5,2,Fashion,3,5,3,3,3,1.3885712968926618
40,Male,Medium,Working Professional,4,Rarely,2,5,4,3,3,Home Products,5,2,3,5,2,2.8940884647937275
32,Male,Medium,Working Professional,4,Occasionally,3,3,2,4,1,Fashion,3,5,3,4,5,3.205704910216756
19,Male,Medium,Student,3,Occasionally,3,2,1,5,2,Food,4,5,2,3,4,1.0
19,Male,Medium,Working Professional,3,Rarely,4,2,3,4,4,Home Products,5,2,4,4,3,1.9133181236711787
40,Male,Low,Student,2,Occasionally,5,5,2,1,4,Food,2,5,3,3,2,3.14959309735858
39,Female,Medium,Working Professional,2,Occasionally,5,4,3,3,2,Personal Care,5,3,2,4,3,3.0444256906671
36,Female,Low,Working Professional,4,Rarely,5,3,4,5,2,Personal Care,3,5,1,4,2,1.7665873967596204
42,Male,Medium,Student,1,Occasionally,4,4,2,2,3,Home Products,4,3,4,5,4,1.9558306934214433
43,Female,Medium,Student,5,Rarely,4,2,1,5,1,Food,4,4,4,5,3,2.833667778579033
39,Female,Medium,Student,5,Occasionally,3,2,1,5,3,Personal Care,2,4,2,4,3,2.6377508808361796
43,Male,Low,Student,1,Occasionally,2,4,3,5,1,Food,2,4,2,3,2,2.2589475318321446
43,Female,Medium,Working Professional,1,Occasionally,2,5,4,2,4,Fashion,5,5,1,3,2,1.0
39,Female,Low,Student,3,Rarely,2,5,4,1,4,Home Products,4,4,1,3,4,2.5070244557640144
34,Female,High,Working Professional,5,Rarely,3,4,3,3,1,Personal Care,2,4,1,3,5,2.5137168481033814
37,Male,High,Student,4,Frequently,2,2,2,3,3,Fashion,2,5,4,3,2,1.3934841262257334
27,Female,High,Working Professional,2,Occasionally,4,4,2,5,2,Personal Care,5,2,4,5,2,2.188138749600448
23,Male,Medium,Working Professional,3,Occasionally,4,2,3,4,1,Food,5,5,3,4,2,1.8156445727925818
32,Female,Medium,Working Professional,5,Occasionally,5,4,2,4,3,Food,4,3,3,5,4,1.9340497180629082
39,Female,Low,Student,1,Occasionally,2,5,2,2,4,Personal Care,3,5,3,3,5,2.4527075752575866
28,Female,Medium,Working Professional,5,Rarely,4,3,2,1,2,Food,3,2,4,4,5,3.690259515372651
22,Female,Medium,Student,4,Rarely,5,2,3,1,4,Home Products,4,4,1,3,4,4.374690936278801
18,Female,Medium,Student,3,Rarely,2,3,1,5,1,Home Products,3,5,3,3,5,1.8271195957641049
25,Male,High,Student,3,Occasionally,2,5,4,5,4,Fashion,4,4,1,4,3,1.0
38,Male,Low,Student,4,Rarely,4,4,1,4,4,Home Products,4,3,1,3,4,2.194133218629625
29,Female,High,Working Professional,2,Rarely,5,5,2,1,1,Fashion,2,2,1,5,2,3.935800831169921
29,Male,Medium,Student,5,Occasionally,5,3,3,5,2,Personal Care,3,4,3,5,5,2.0328880119314925
22,Male,Medium,Working Professional,4,Rarely,4,5,4,1,1,Home Products,4,4,3,5,3,2.2951127259107666
24,Male,Low,Working Professional,4,Occasionally,4,5,2,2,3,Food,3,4,1,3,4,3.2203758058376097
21,Male,Low,Student,1,Rarely,4,4,4,2,1,Home Products,3,4,3,5,4,1.0
23,Other,Medium,Working Professional,2,Rarely,2,3,4,5,1,Food,5,5,2,3,2,1.1487053469273731
30,Female,Medium,Student,4,Occasionally,4,3,1,4,2,Food,3,2,3,3,2,2.6696850850084917
37,Female,Low,Student,3,Rarely,4,3,2,3,3,Fashion,4,2,1,5,4,1.8536061641848465
32,Female,Medium,Student,4,Frequently,3,2,4,4,4,Personal Care,2,4,1,5,3,3.108041616704449
20,Male,High,Working Professional,5,Occasionally,4,5,1,2,4,Home Products,3,2,4,3,2,4.427972309291797
40,Male,High,Working Professional,3,Rarely,4,3,3,2,4,Food,4,4,4,3,4,1.5217881396076944
25,Female,High,Student,3,Rarely,2,5,4,5,4,Food,5,3,1,3,4,2.1557618989188954
37,Male,Medium,Student,4,Occasionally,5,4,2,3,2,Home Products,3,3,2,3,2,3.8845415159449397
33,Female,Medium,Working Professional,1,Rarely,2,4,3,1,3,Home Products,2,3,4,5,5,1.582768681264738
30,Female,Medium,Student,3,Rarely,3,2,4,3,2,Home Products,3,2,1,3,3,1.1681885361437845
35,Male,Medium,Working Professional,5,Occasionally,4,2,4,3,1,Personal Care,4,4,4,3,5,1.3912127663114195
27,Other,Low,Student,1,Frequently,4,4,2,3,3,Personal Care,3,5,4,3,5,1.1417722706552533
36,Female,Low,Student,1,Occasionally,4,3,4,5,3,Home Products,3,5,1,3,3,1.0
34,Female,Medium,Working Professional,1,Occasionally,4,4,2,2,4,Food,5,3,3,3,3,2.8124661401841355
41,Male,Low,Student,3,Frequently,4,5,2,1,4,Food,3,3,2,4,2,2.6448597154056537
36,Male,Medium,Working Professional,1,Rarely,4,2,2,3,4,Personal Care,2,2,3,4,2,1.8216517809784945
43,Female,Low,Working Professional,4,Frequently,3,2,2,1,4,Home Products,3,5,1,4,2,3.560301885876115
40,Male,Low,Student,1,Occasionally,4,4,4,3,1,Food,5,2,1,5,3,1.9121788952692378
43,Male,Medium,Student,5,Rarely,4,3,3,2,4,Home Products,4,3,2,3,5,4.077074864067444
22,Female,Medium,Working Professional,2,Frequently,4,3,3,1,2,Personal Care,3,4,1,5,3,1.849440883077415
43,Male,Medium,Working Professional,5,Rarely,3,5,1,4,3,Home Products,3,4,4,3,2,2.986455879740146
38,Female,Low,Student,1,Rarely,4,2,2,2,1,Home Products,5,4,2,4,5,2.305406941200997
40,Female,Low,Working Professional,1,Occasionally,3,4,4,1,1,Home Products,5,3,3,3,2,1.0984842854547128
26,Female,Medium,Student,1,Occasionally,2,4,4,3,3,Home Products,5,2,2,5,5,1.0
29,Male,Medium,Student,4,Rarely,4,2,1,3,3,Food,3,4,3,5,2,3.615189178800871
38,Female,Medium,Working Professional,1,Rarely,5,4,3,2,3,Fashion,2,5,1,3,3,1.8551294902002025
18,Male,Medium,Student,5,Occasionally,3,2,4,2,1,Personal Care,5,5,3,5,4,1.0
43,Male,High,Working Professional,3,Occasionally,2,3,1,3,2,Home Products,4,3,3,4,4,1.1537636407693377
43,Female,Medium,Student,2,Occasionally,3,3,3,1,2,Personal Care,3,5,3,3,5,1.1470705503880934
18,Male,Medium,Working Professional,1,Frequently,3,4,4,4,3,Food,4,5,2,4,3,1.6559227989870482
32,Male,Medium,Student,2,Rarely,2,3,2,5,1,Personal Care,4,3,4,4,2,1.4147938326118452
19,Female,Medium,Student,1,Rarely,4,3,1,5,4,Personal Care,2,2,3,5,5,2.058128919557145
39,Male,Medium,Working Professional,3,Occasionally,4,5,4,3,1,Food,4,4,2,3,5,2.0905239294701063
33,Male,Medium,Student,5,Occasionally,3,2,1,1,3,Fashion,5,3,2,4,2,2.659183833298291
42,Male,Medium,Student,3,Rarely,2,2,1,5,1,Food,5,5,4,4,2,1.18472845085911
25,Female,Low,Student,2,Rarely,4,4,1,1,1,Home Products,3,4,2,3,2,1.0
30,Female,Low,Student,1,Frequently,3,2,2,2,1,Fashion,2,4,1,5,3,1.0878980372589884
38,Male,Medium,Working Professional,2,Frequently,5,5,3,3,4,Food,2,4,1,4,4,5.0
18,Male,High,Student,5,Occasionally,2,4,3,1,3,Fashion,4,3,1,3,5,1.6707492968770075
33,Male,Low,Student,3,Rarely,5,4,4,3,3,Home Products,2,4,4,3,5,1.0
24,Male,High,Student,2,Frequently,5,2,2,1,3,Fashion,4,2,2,4,4,3.723943380764008
22,Female,Medium,Student,2,Frequently,3,3,3,2,2,Fashion,4,5,1,4,5,2.1486535714516086
39,Male,High,Student,5,Occasionally,2,3,4,5,2,Food,2,3,3,4,3,1.997940471165609
